,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,contractSize,type,expirationDate
36,AAPL211126C00162500,2021-11-19 20:59:59,162.5,1.29,1.25,1.29,REGULAR,0,2021-11-26
37,AAPL211126C00165000,2021-11-19 20:59:59,165.0,0.71,0.66,0.69,REGULAR,0,2021-11-26
38,AAPL211126C00167500,2021-11-19 20:59:59,167.5,0.38,0.36,0.38,REGULAR,0,2021-11-26
39,AAPL211126C00170000,2021-11-19 20:59:56,170.0,0.23,0.22,0.23,REGULAR,0,2021-11-26
40,AAPL211126C00172500,2021-11-19 20:59:58,172.5,0.14,0.13,0.14,REGULAR,0,2021-11-26
41,AAPL211126C00175000,2021-11-19 20:59:56,175.0,0.1,0.09,0.1,REGULAR,0,2021-11-26
42,AAPL211126C00180000,2021-11-19 20:58:43,180.0,0.06,0.05,0.06,REGULAR,0,2021-11-26
43,AAPL211126C00185000,2021-11-19 20:59:56,185.0,0.03,0.03,0.05,REGULAR,0,2021-11-26
44,AAPL211126C00190000,2021-11-19 20:59:26,190.0,0.03,0.02,0.04,REGULAR,0,2021-11-26
45,AAPL211126C00195000,2021-11-19 20:55:55,195.0,0.02,0.01,0.02,REGULAR,0,2021-11-26
46,AAPL211126C00200000,2021-11-19 20:56:27,200.0,0.02,0.01,0.02,REGULAR,0,2021-11-26
47,AAPL211126C00205000,2021-11-19 20:49:59,205.0,0.02,0.01,0.02,REGULAR,0,2021-11-26
48,AAPL211126P00075000,2021-11-08 17:30:26,75.0,0.01,0.0,0.01,REGULAR,1,2021-11-26
49,AAPL211126P00080000,2021-10-11 17:33:17,80.0,0.06,0.0,0.01,REGULAR,1,2021-11-26
50,AAPL211126P00085000,2021-11-04 16:22:20,85.0,0.01,0.0,0.03,REGULAR,1,2021-11-26
51,AAPL211126P00090000,2021-10-25 16:04:20,90.0,0.03,0.0,0.01,REGULAR,1,2021-11-26
52,AAPL211126P00095000,2021-11-05 14:34:21,95.0,0.01,0.0,0.01,REGULAR,1,2021-11-26
53,AAPL211126P00100000,2021-11-19 18:07:54,100.0,0.01,0.0,0.01,REGULAR,1,2021-11-26
54,AAPL211126P00105000,2021-11-19 15:44:12,105.0,0.01,0.0,0.02,REGULAR,1,2021-11-26
55,AAPL211126P00110000,2021-11-19 18:05:36,110.0,0.01,0.0,0.01,REGULAR,1,2021-11-26
56,AAPL211126P00115000,2021-11-19 20:56:16,115.0,0.01,0.0,0.01,REGULAR,1,2021-11-26
57,AAPL211126P00120000,2021-11-19 20:47:18,120.0,0.01,0.0,0.02,REGULAR,1,2021-11-26
58,AAPL211126P00125000,2021-11-19 20:46:01,125.0,0.02,0.01,0.02,REGULAR,1,2021-11-26
59,AAPL211126P00129000,2021-11-19 20:46:33,129.0,0.03,0.02,0.03,REGULAR,1,2021-11-26
60,AAPL211126P00130000,2021-11-19 20:58:37,130.0,0.02,0.02,0.04,REGULAR,1,2021-11-26
61,AAPL211126P00131000,2021-11-19 20:58:41,131.0,0.04,0.02,0.04,REGULAR,1,2021-11-26
62,AAPL211126P00132000,2021-11-19 20:53:16,132.0,0.03,0.03,0.05,REGULAR,1,2021-11-26
63,AAPL211126P00133000,2021-11-19 20:37:51,133.0,0.03,0.03,0.05,REGULAR,1,2021-11-26
64,AAPL211126P00134000,2021-11-19 20:54:06,134.0,0.04,0.03,0.05,REGULAR,1,2021-11-26
65,AAPL211126P00135000,2021-11-19 20:59:40,135.0,0.06,0.04,0.05,REGULAR,1,2021-11-26
66,AAPL211126P00136000,2021-11-19 20:52:51,136.0,0.06,0.04,0.06,REGULAR,1,2021-11-26
67,AAPL211126P00137000,2021-11-19 20:59:51,137.0,0.06,0.05,0.07,REGULAR,1,2021-11-26
68,AAPL211126P00138000,2021-11-19 20:40:09,138.0,0.05,0.06,0.07,REGULAR,1,2021-11-26
69,AAPL211126P00139000,2021-11-19 20:54:50,139.0,0.07,0.06,0.08,REGULAR,1,2021-11-26
70,AAPL211126P00140000,2021-11-19 20:55:36,140.0,0.08,0.07,0.09,REGULAR,1,2021-11-26
71,AAPL211126P00141000,2021-11-19 20:52:40,141.0,0.08,0.07,0.09,REGULAR,1,2021-11-26
72,AAPL211126P00142000,2021-11-19 20:55:44,142.0,0.09,0.08,0.1,REGULAR,1,2021-11-26
73,AAPL211126P00143000,2021-11-19 20:57:13,143.0,0.09,0.08,0.1,REGULAR,1,2021-11-26
74,AAPL211126P00144000,2021-11-19 20:58:25,144.0,0.09,0.09,0.11,REGULAR,1,2021-11-26
75,AAPL211126P00145000,2021-11-19 20:59:54,145.0,0.11,0.1,0.12,REGULAR,1,2021-11-26
76,AAPL211126P00146000,2021-11-19 20:59:33,146.0,0.12,0.11,0.13,REGULAR,1,2021-11-26
77,AAPL211126P00147000,2021-11-19 20:59:54,147.0,0.12,0.13,0.14,REGULAR,1,2021-11-26
78,AAPL211126P00148000,2021-11-19 20:59:57,148.0,0.15,0.14,0.16,REGULAR,1,2021-11-26
79,AAPL211126P00149000,2021-11-19 20:59:50,149.0,0.16,0.16,0.18,REGULAR,1,2021-11-26
80,AAPL211126P00150000,2021-11-19 20:59:57,150.0,0.19,0.19,0.21,REGULAR,1,2021-11-26
81,AAPL211126P00152500,2021-11-19 20:59:57,152.5,0.3,0.29,0.32,REGULAR,1,2021-11-26
82,AAPL211126P00155000,2021-11-19 20:59:59,155.0,0.51,0.47,0.51,REGULAR,1,2021-11-26
83,AAPL211126P00157500,2021-11-19 20:59:54,157.5,0.9,0.89,0.92,REGULAR,1,2021-11-26
84,AAPL211126P00160000,2021-11-19 20:59:55,160.0,1.72,1.74,1.77,REGULAR,1,2021-11-26
121,AAPL211203C00165000,2021-11-19 20:59:47,165.0,1.32,1.28,1.3,REGULAR,0,2021-12-03
122,AAPL211203C00170000,2021-11-19 20:59:58,170.0,0.53,0.52,0.53,REGULAR,0,2021-12-03
123,AAPL211203C00175000,2021-11-19 20:59:28,175.0,0.24,0.23,0.25,REGULAR,0,2021-12-03
124,AAPL211203C00180000,2021-11-19 20:54:30,180.0,0.13,0.12,0.15,REGULAR,0,2021-12-03
125,AAPL211203C00185000,2021-11-19 20:57:36,185.0,0.09,0.08,0.1,REGULAR,0,2021-12-03
126,AAPL211203C00190000,2021-11-19 20:59:16,190.0,0.07,0.06,0.07,REGULAR,0,2021-12-03
127,AAPL211203C00195000,2021-11-19 20:54:25,195.0,0.05,0.04,0.05,REGULAR,0,2021-12-03
128,AAPL211203C00200000,2021-11-19 20:47:30,200.0,0.04,0.03,0.05,REGULAR,0,2021-12-03
129,AAPL211203C00205000,2021-11-19 20:59:10,205.0,0.03,0.02,0.04,REGULAR,0,2021-12-03
130,AAPL211203C00210000,2021-11-19 20:53:41,210.0,0.03,0.02,0.04,REGULAR,0,2021-12-03
131,AAPL211203P00105000,2021-11-17 15:26:23,105.0,0.02,0.0,0.03,REGULAR,1,2021-12-03
132,AAPL211203P00110000,2021-11-18 16:44:46,110.0,0.03,0.01,0.03,REGULAR,1,2021-12-03
133,AAPL211203P00115000,2021-11-18 18:34:50,115.0,0.02,0.02,0.03,REGULAR,1,2021-12-03
134,AAPL211203P00120000,2021-11-19 20:09:41,120.0,0.02,0.03,0.05,REGULAR,1,2021-12-03
135,AAPL211203P00125000,2021-11-19 20:43:43,125.0,0.04,0.04,0.05,REGULAR,1,2021-12-03
136,AAPL211203P00130000,2021-11-19 20:53:38,130.0,0.07,0.06,0.07,REGULAR,1,2021-12-03
137,AAPL211203P00134000,2021-11-19 20:58:58,134.0,0.09,0.09,0.11,REGULAR,1,2021-12-03
138,AAPL211203P00135000,2021-11-19 20:59:34,135.0,0.1,0.09,0.11,REGULAR,1,2021-12-03
139,AAPL211203P00136000,2021-11-19 20:44:31,136.0,0.11,0.1,0.12,REGULAR,1,2021-12-03
140,AAPL211203P00137000,2021-11-19 20:56:30,137.0,0.11,0.11,0.13,REGULAR,1,2021-12-03
141,AAPL211203P00138000,2021-11-19 20:54:47,138.0,0.13,0.12,0.13,REGULAR,1,2021-12-03
142,AAPL211203P00139000,2021-11-19 20:47:26,139.0,0.14,0.13,0.14,REGULAR,1,2021-12-03
143,AAPL211203P00140000,2021-11-19 20:56:45,140.0,0.15,0.14,0.15,REGULAR,1,2021-12-03
144,AAPL211203P00141000,2021-11-19 20:43:00,141.0,0.15,0.15,0.16,REGULAR,1,2021-12-03
145,AAPL211203P00142000,2021-11-19 20:56:30,142.0,0.17,0.16,0.18,REGULAR,1,2021-12-03
146,AAPL211203P00143000,2021-11-19 20:56:05,143.0,0.19,0.17,0.19,REGULAR,1,2021-12-03
147,AAPL211203P00144000,2021-11-19 20:57:10,144.0,0.2,0.19,0.21,REGULAR,1,2021-12-03
148,AAPL211203P00145000,2021-11-19 20:59:49,145.0,0.22,0.21,0.23,REGULAR,1,2021-12-03
149,AAPL211203P00146000,2021-11-19 20:59:44,146.0,0.25,0.24,0.26,REGULAR,1,2021-12-03
150,AAPL211203P00147000,2021-11-19 20:59:37,147.0,0.27,0.27,0.29,REGULAR,1,2021-12-03
151,AAPL211203P00148000,2021-11-19 20:55:35,148.0,0.32,0.3,0.32,REGULAR,1,2021-12-03
152,AAPL211203P00149000,2021-11-19 20:59:37,149.0,0.36,0.35,0.38,REGULAR,1,2021-12-03
153,AAPL211203P00150000,2021-11-19 20:59:37,150.0,0.44,0.41,0.44,REGULAR,1,2021-12-03
154,AAPL211203P00155000,2021-11-19 20:59:39,155.0,0.99,0.96,1.02,REGULAR,1,2021-12-03
155,AAPL211203P00160000,2021-11-19 20:59:59,160.0,2.56,2.54,2.65,REGULAR,1,2021-12-03
190,AAPL211210C00165000,2021-11-19 20:59:43,165.0,1.84,1.8,1.87,REGULAR,0,2021-12-10
191,AAPL211210C00170000,2021-11-19 20:59:44,170.0,0.85,0.82,0.85,REGULAR,0,2021-12-10
192,AAPL211210C00175000,2021-11-19 20:59:41,175.0,0.42,0.41,0.44,REGULAR,0,2021-12-10
193,AAPL211210C00180000,2021-11-19 20:58:54,180.0,0.24,0.21,0.25,REGULAR,0,2021-12-10
194,AAPL211210C00185000,2021-11-19 20:57:05,185.0,0.15,0.14,0.16,REGULAR,0,2021-12-10
195,AAPL211210C00190000,2021-11-19 20:32:41,190.0,0.11,0.1,0.12,REGULAR,0,2021-12-10
196,AAPL211210C00195000,2021-11-19 20:32:20,195.0,0.08,0.08,0.1,REGULAR,0,2021-12-10
197,AAPL211210C00200000,2021-11-19 20:45:47,200.0,0.07,0.05,0.07,REGULAR,0,2021-12-10
198,AAPL211210C00205000,2021-11-19 20:54:35,205.0,0.05,0.04,0.05,REGULAR,0,2021-12-10
199,AAPL211210P00075000,2021-11-08 16:43:58,75.0,0.01,0.0,0.01,REGULAR,1,2021-12-10
200,AAPL211210P00090000,2021-11-04 16:22:20,90.0,0.04,0.0,0.02,REGULAR,1,2021-12-10
201,AAPL211210P00095000,2021-11-17 16:38:44,95.0,0.03,0.0,0.03,REGULAR,1,2021-12-10
202,AAPL211210P00100000,2021-11-16 19:57:54,100.0,0.03,0.01,0.03,REGULAR,1,2021-12-10
203,AAPL211210P00105000,2021-11-10 19:45:30,105.0,0.06,0.02,0.04,REGULAR,1,2021-12-10
204,AAPL211210P00110000,2021-11-19 17:05:32,110.0,0.02,0.03,0.05,REGULAR,1,2021-12-10
205,AAPL211210P00115000,2021-11-19 15:29:34,115.0,0.05,0.04,0.06,REGULAR,1,2021-12-10
206,AAPL211210P00120000,2021-11-19 20:04:51,120.0,0.05,0.05,0.06,REGULAR,1,2021-12-10
207,AAPL211210P00125000,2021-11-19 20:40:05,125.0,0.09,0.08,0.11,REGULAR,1,2021-12-10
208,AAPL211210P00130000,2021-11-19 20:48:55,130.0,0.13,0.11,0.13,REGULAR,1,2021-12-10
209,AAPL211210P00135000,2021-11-19 20:48:29,135.0,0.17,0.15,0.17,REGULAR,1,2021-12-10
210,AAPL211210P00136000,2021-11-19 20:48:55,136.0,0.18,0.16,0.18,REGULAR,1,2021-12-10
211,AAPL211210P00137000,2021-11-19 20:47:19,137.0,0.19,0.18,0.19,REGULAR,1,2021-12-10
212,AAPL211210P00138000,2021-11-19 20:52:56,138.0,0.2,0.19,0.21,REGULAR,1,2021-12-10
213,AAPL211210P00139000,2021-11-19 20:47:22,139.0,0.22,0.2,0.22,REGULAR,1,2021-12-10
214,AAPL211210P00140000,2021-11-19 20:59:31,140.0,0.23,0.22,0.24,REGULAR,1,2021-12-10
215,AAPL211210P00141000,2021-11-19 20:56:35,141.0,0.25,0.24,0.26,REGULAR,1,2021-12-10
216,AAPL211210P00142000,2021-11-19 20:50:44,142.0,0.28,0.26,0.28,REGULAR,1,2021-12-10
217,AAPL211210P00143000,2021-11-19 20:54:35,143.0,0.31,0.29,0.31,REGULAR,1,2021-12-10
218,AAPL211210P00144000,2021-11-19 20:54:35,144.0,0.33,0.31,0.34,REGULAR,1,2021-12-10
219,AAPL211210P00145000,2021-11-19 20:49:15,145.0,0.36,0.35,0.38,REGULAR,1,2021-12-10
220,AAPL211210P00146000,2021-11-19 20:59:43,146.0,0.41,0.39,0.42,REGULAR,1,2021-12-10
221,AAPL211210P00147000,2021-11-19 20:47:22,147.0,0.45,0.44,0.48,REGULAR,1,2021-12-10
222,AAPL211210P00148000,2021-11-19 20:59:46,148.0,0.52,0.5,0.54,REGULAR,1,2021-12-10
223,AAPL211210P00149000,2021-11-19 20:50:02,149.0,0.61,0.58,0.62,REGULAR,1,2021-12-10
224,AAPL211210P00150000,2021-11-19 20:59:47,150.0,0.7,0.66,0.73,REGULAR,1,2021-12-10
225,AAPL211210P00155000,2021-11-19 20:58:55,155.0,1.5,1.46,1.51,REGULAR,1,2021-12-10
226,AAPL211210P00160000,2021-11-19 20:59:38,160.0,3.25,3.2,3.3,REGULAR,1,2021-12-10
258,AAPL211217C00165000,2021-11-19 20:59:54,165.0,2.41,2.35,2.39,REGULAR,0,2021-12-17
259,AAPL211217C00170000,2021-11-19 20:59:58,170.0,1.2,1.18,1.2,REGULAR,0,2021-12-17
260,AAPL211217C00175000,2021-11-19 20:59:57,175.0,0.61,0.61,0.63,REGULAR,0,2021-12-17
261,AAPL211217C00180000,2021-11-19 20:59:39,180.0,0.34,0.33,0.36,REGULAR,0,2021-12-17
262,AAPL211217C00185000,2021-11-19 20:59:00,185.0,0.22,0.21,0.23,REGULAR,0,2021-12-17
263,AAPL211217C00190000,2021-11-19 20:59:00,190.0,0.16,0.14,0.16,REGULAR,0,2021-12-17
264,AAPL211217C00195000,2021-11-19 20:59:19,195.0,0.11,0.11,0.13,REGULAR,0,2021-12-17
265,AAPL211217C00200000,2021-11-19 20:53:19,200.0,0.1,0.08,0.1,REGULAR,0,2021-12-17
266,AAPL211217C00205000,2021-11-19 20:48:57,205.0,0.08,0.06,0.1,REGULAR,0,2021-12-17
267,AAPL211217C00210000,2021-11-19 20:59:19,210.0,0.07,0.06,0.08,REGULAR,0,2021-12-17
268,AAPL211217C00215000,2021-11-19 20:57:23,215.0,0.05,0.03,0.06,REGULAR,0,2021-12-17
269,AAPL211217C00220000,2021-11-19 20:53:30,220.0,0.05,0.03,0.06,REGULAR,0,2021-12-17
270,AAPL211217C00225000,2021-11-19 18:32:03,225.0,0.04,0.03,0.05,REGULAR,0,2021-12-17
271,AAPL211217C00230000,2021-11-19 20:59:05,230.0,0.04,0.03,0.04,REGULAR,0,2021-12-17
272,AAPL211217C00235000,2021-11-19 20:21:47,235.0,0.03,0.02,0.04,REGULAR,0,2021-12-17
273,AAPL211217C00240000,2021-11-19 20:59:00,240.0,0.02,0.02,0.03,REGULAR,0,2021-12-17
274,AAPL211217P00040000,2021-11-10 16:59:16,40.0,0.01,0.0,0.02,REGULAR,1,2021-12-17
275,AAPL211217P00050000,2021-10-26 17:12:23,50.0,0.01,0.0,2.51,REGULAR,1,2021-12-17
276,AAPL211217P00060000,2021-11-09 20:25:20,60.0,0.01,0.0,0.03,REGULAR,1,2021-12-17
277,AAPL211217P00065000,2021-11-15 17:01:11,65.0,0.01,0.0,0.01,REGULAR,1,2021-12-17
278,AAPL211217P00070000,2021-11-12 17:02:04,70.0,0.01,0.0,0.05,REGULAR,1,2021-12-17
279,AAPL211217P00075000,2021-11-15 16:17:13,75.0,0.01,0.0,0.03,REGULAR,1,2021-12-17
280,AAPL211217P00080000,2021-11-19 19:38:31,80.0,0.02,0.01,0.02,REGULAR,1,2021-12-17
281,AAPL211217P00085000,2021-11-19 19:38:38,85.0,0.01,0.01,0.23,REGULAR,1,2021-12-17
282,AAPL211217P00090000,2021-11-19 19:18:41,90.0,0.03,0.01,0.03,REGULAR,1,2021-12-17
283,AAPL211217P00095000,2021-11-19 19:17:39,95.0,0.03,0.01,0.04,REGULAR,1,2021-12-17
284,AAPL211217P00100000,2021-11-19 20:24:02,100.0,0.03,0.03,0.04,REGULAR,1,2021-12-17
285,AAPL211217P00105000,2021-11-19 20:28:39,105.0,0.03,0.04,0.05,REGULAR,1,2021-12-17
286,AAPL211217P00110000,2021-11-19 20:46:56,110.0,0.07,0.06,0.07,REGULAR,1,2021-12-17
287,AAPL211217P00115000,2021-11-19 20:57:37,115.0,0.09,0.07,0.09,REGULAR,1,2021-12-17
288,AAPL211217P00120000,2021-11-19 20:21:51,120.0,0.09,0.1,0.13,REGULAR,1,2021-12-17
289,AAPL211217P00125000,2021-11-19 20:59:54,125.0,0.14,0.13,0.16,REGULAR,1,2021-12-17
290,AAPL211217P00130000,2021-11-19 20:57:36,130.0,0.17,0.17,0.19,REGULAR,1,2021-12-17
291,AAPL211217P00135000,2021-11-19 20:59:47,135.0,0.23,0.23,0.24,REGULAR,1,2021-12-17
292,AAPL211217P00140000,2021-11-19 20:59:54,140.0,0.32,0.32,0.34,REGULAR,1,2021-12-17
293,AAPL211217P00145000,2021-11-19 20:59:50,145.0,0.52,0.51,0.53,REGULAR,1,2021-12-17
294,AAPL211217P00150000,2021-11-19 20:59:54,150.0,0.94,0.94,0.98,REGULAR,1,2021-12-17
295,AAPL211217P00155000,2021-11-19 20:59:54,155.0,1.91,1.91,1.96,REGULAR,1,2021-12-17
296,AAPL211217P00160000,2021-11-19 20:59:53,160.0,3.75,3.75,3.85,REGULAR,1,2021-12-17
334,AAPL211223C00165000,2021-11-19 20:59:00,165.0,2.75,2.67,2.79,REGULAR,0,2021-12-23
335,AAPL211223C00170000,2021-11-19 20:59:59,170.0,1.5,1.45,1.52,REGULAR,0,2021-12-23
336,AAPL211223C00175000,2021-11-19 20:59:56,175.0,0.83,0.79,0.85,REGULAR,0,2021-12-23
337,AAPL211223C00180000,2021-11-19 20:51:33,180.0,0.51,0.46,0.5,REGULAR,0,2021-12-23
338,AAPL211223C00185000,2021-11-19 20:45:38,185.0,0.34,0.29,0.33,REGULAR,0,2021-12-23
339,AAPL211223C00190000,2021-11-19 20:58:32,190.0,0.22,0.2,0.23,REGULAR,0,2021-12-23
340,AAPL211223C00195000,2021-11-19 19:48:08,195.0,0.18,0.14,0.18,REGULAR,0,2021-12-23
341,AAPL211223C00200000,2021-11-19 20:49:42,200.0,0.14,0.13,0.15,REGULAR,0,2021-12-23
342,AAPL211223P00100000,2021-11-19 19:40:40,100.0,0.04,0.03,0.05,REGULAR,1,2021-12-23
343,AAPL211223P00105000,2021-11-19 18:55:01,105.0,0.06,0.05,0.08,REGULAR,1,2021-12-23
344,AAPL211223P00110000,2021-11-18 18:54:50,110.0,0.08,0.07,0.1,REGULAR,1,2021-12-23
345,AAPL211223P00115000,2021-11-19 20:59:45,115.0,0.11,0.09,0.12,REGULAR,1,2021-12-23
346,AAPL211223P00120000,2021-11-19 18:06:50,120.0,0.13,0.12,0.16,REGULAR,1,2021-12-23
347,AAPL211223P00125000,2021-11-19 20:31:55,125.0,0.17,0.15,0.19,REGULAR,1,2021-12-23
348,AAPL211223P00130000,2021-11-19 20:30:16,130.0,0.21,0.21,0.23,REGULAR,1,2021-12-23
349,AAPL211223P00135000,2021-11-19 20:54:51,135.0,0.29,0.28,0.31,REGULAR,1,2021-12-23
350,AAPL211223P00136000,2021-11-19 18:31:11,136.0,0.31,0.3,0.33,REGULAR,1,2021-12-23
351,AAPL211223P00137000,2021-11-19 16:07:04,137.0,0.4,0.32,0.35,REGULAR,1,2021-12-23
352,AAPL211223P00138000,2021-11-19 19:52:10,138.0,0.35,0.35,0.37,REGULAR,1,2021-12-23
353,AAPL211223P00139000,2021-11-19 20:59:45,139.0,0.4,0.37,0.4,REGULAR,1,2021-12-23
354,AAPL211223P00140000,2021-11-19 20:50:01,140.0,0.41,0.4,0.43,REGULAR,1,2021-12-23
355,AAPL211223P00141000,2021-11-19 20:37:55,141.0,0.45,0.44,0.47,REGULAR,1,2021-12-23
356,AAPL211223P00142000,2021-11-19 20:59:18,142.0,0.49,0.48,0.52,REGULAR,1,2021-12-23
357,AAPL211223P00143000,2021-11-19 20:22:18,143.0,0.55,0.52,0.57,REGULAR,1,2021-12-23
358,AAPL211223P00144000,2021-11-19 20:22:18,144.0,0.61,0.58,0.63,REGULAR,1,2021-12-23
359,AAPL211223P00145000,2021-11-19 20:55:49,145.0,0.68,0.65,0.69,REGULAR,1,2021-12-23
360,AAPL211223P00146000,2021-11-19 20:52:35,146.0,0.75,0.73,0.77,REGULAR,1,2021-12-23
361,AAPL211223P00147000,2021-11-19 20:59:18,147.0,0.84,0.81,0.86,REGULAR,1,2021-12-23
